subject,story_id,story,imagine,response,rating_will,rating_justif,ratingRT,justifRT,stamp
17,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"mitt, fit, hit, pit, knit, wit
clown, frown, town
cane, sane, pain, mane
feet, meet, fleet, meat, neat, sheet, treat, ",2.48,3.46,7420,8748,1/30/19 14:34
37,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"to, too, two, four, for, more, core, tore, flies, ties, cries, tries, talk, stalk, fast, vast, cast, stem, subvert, ",3.04,4,12820,6157,1/30/19 14:34
53,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I went to the movies to see A Star Is Born and the line for tickets was at least thirty people deep. I saw my friend Nate at the beginning of the line and made my way towards him. Of course, he let me squeeze in. Other people were giving me dirty looks like I did something wrong. It was freezing outside and I didn't want to be in a long line. Call me selfish but I took the handout. I had on",2.91,1.29,11312,4407,1/30/19 14:34
72,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"Dew, jar, far, knitting, hitting, tin, bin, sin, cleats, cleft, sue, clue, blue, glue, bat, fat, sat, mat, cat, flat, sums, would, should, hood, good, mutt, rut",5,5.98,6770,7078,1/30/19 14:34
105,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"fitting, knitting, cleats, meats, feats, mit, wit, lit, would, should, able, stable, phone, tone, may, theft",6,6.96,6233,9180,1/30/19 14:34
70,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,i would keep the money & keep walking ..,6,5.11,5112,2837,1/30/19 14:34
76,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I wake up as I hear the baby start to cry. I groan internally, wishing I didn't have to move because I'm so tired and comfortable. I decide to wait a moment and see if my spouse gets up. as I feel him stir next to me, I close my eyes and breathe deeply, acting like I'm asleep. My spouse gets up and I sigh quietly, glad that I don't have to get up this time.",5.07,3,8937,1608,1/30/19 14:34
86,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I can imagine quickly walking out of the apartment and then requesting an Uber. And then I'd text my friends to meet at the bar. When I'm there I'd have a couple of drinks. It wouldn't be a total dive, but it's not fancy. My friends meet up with me and we have a good time.",2.04,2.05,6269,12232,1/30/19 14:35
100,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I look over the man in wearing a blue coat and inform him that the car has no flaws. I know inside its wrong to do, but I need to make this sale as I haven't been doing well lately and my job is likely on the line. I try to give my best impression of someone who is telling the truth, hoping that the customer doesn't realize my deceit. The customer accepts my words and we walk over to my office to finalize the deal for him to buy the car. I feel bad, but I had to do what I had to do.",3,1.99,4350,3851,1/30/19 14:35
26,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"The airport is busy. I have to get to my flight so I am half walking half running to get to the gate. I see a woman with a large heavy suitcase struggling to pick it up. She notices me for a half a second when I avert my eyes back to the way I am going. There are many people around, I am sure she could get someone to help her. I carry my newspaper and my briefcase as I continue to rush to the gate hoping that I make it on time.",5.98,3.03,6936,10912,1/30/19 14:35
59,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,I would feel pretty awful about it afterwards. I probably made the decision to lie in the heat of the moment and it was too late to go back on it. Forgetting one of my guests if vegetarian is something that caught me off guard and I had no option/ time to react to it.,1.97,1.98,9090,4184,1/30/19 14:35
81,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"talking, frown, beat, meet, thrill, cards, mill, fill, hill",6.96,5,6587,2993,1/30/19 14:35
40,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I would have felt quite guilty and probably worried that the roommate would find out that I had lied, especially considering where I was going being a public place.  It would be even worse if someone else told the roommate I had lied instead of the roommate finding out on her own.  I feel selfish ",2.01,1.06,8774,5491,1/30/19 14:36
12,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,kit slit bit mitt fit wit lit hit it knit zit pit fl,3.01,3.02,23732,23188,1/30/19 14:36
42,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I imagine the cry of the baby. I have my covers over my head and my eyes are shut except one eye. I am peeping to see if my spouse has gotten up to check on the baby. I hear the bed move so i close my eyes again. The baby's cry is louder than ever at this point. I hear my spouse groan as she heads to the baby. After 5 minutes or so, the baby falls asleep and my wife heads back to bed.",6.08,3.03,13222,2945,1/30/19 14:36
114,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"pit, lit, fit, bit, gown, brown, town, main, stain, lurching, beat, tweet, ",1,1.95,16626,4603,1/30/19 14:37
13,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"I imagine myself being on a busy train in Japan.  I hear the overhead announcements but cannot understand what they say.  I hear the different chimes to signal events but I am simply waiting for my stop to exit.  I see the elderly person enter the train car but because I am unsure of myself in this new situation, I choose to keep my seat and try not to make eye contact.  I keep my eyes lowered at focused on my travel guide as I wait for my stop ",1.08,2.01,8786,9445,1/30/19 14:37
3,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,,5.49,6.34,30024,88244,1/30/19 14:37
34,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"feet, meet, greet, meek, bleak, speak, september, shoe, house, lady, ",3.87,3.9,9452,1464,1/30/19 14:37
67,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"crickets, booby, pee, mine, twine, grind, smut, putt, rut",1.98,2.32,37630,1861,1/30/19 14:37
53,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,Our newborn started crying in the middle of the night but I acted like I was asleep so my husband would go check on him. Once I wake up then I have a very hard time falling asleep. It's best that he checks on the baby because he can automatically fall back to sleep. He works in the morning and I stay at home with the baby. I don't get naps in the middle of the day so I need to be rested to care for our child. He doesn't take naps either but he gets a full nights rest.,7,4.98,7314,2461,1/30/19 14:37
75,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,bar cue ben bite farts buyingmouse neck boo ,4.43,3.19,34060,3616,1/30/19 14:37
17,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I imagined sitting in a small office with my boss sitting across the desk. My boss has a pad of paper in front of him and is writing things down but I don't know what he's writing. I see him raising his eyebrows often in response to everything that I am telling him, it seems like he's surprised. Sometimes he's easy to read, nodding his head in what seems like agreement, other times he just writes things down. The room is relatively sm",1.69,2.98,7477,6063,1/30/19 14:37
72,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"Talking, stalking, blocking,rocking, mocking,frown, brown, crown, feet, meat, seat, treat, bee, nifty,collar,will, till, mill, round, sound, drink, clink, tick, nick, sick, lick, click",1.04,1.98,7428,2745,1/30/19 14:37
105,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,i imagine being surprised about seeing so much money on the ground and excitedly pick it up. i feel good and powerful now that i am richer than i was a few moments ago. i think about how the man's loss is now my gain. i also think about what i will do with this new money.,6.96,5.99,5219,4602,1/30/19 14:37
76,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I serve the soup to my guests, then pause as I sit down because I suddenly remember that one of the guests is vegetarian. I curse silently and wonder what I should do. I don't have anything alternative to give them besides a sandwich, but I would feel bad giving them that while everyone else enjoys the soup. Instead, I don't say anything until the guest asks if it's vegetarian. I pause, frantically wondering if I should lie. After a moment, I say yes.",2.13,2.93,5504,1088,1/30/19 14:37
70,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,i would try to get the attention of the elderly person & give up my seat..,1.06,1.99,9644,3901,1/30/19 14:37
86,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I imagine being warm and comfortable in bed, but also exhausted from taking care of the baby. I'd feel a bit guilty, but the urge to stay in bed would be stronger than the guilt. I'd try to go back to sleep after my spouse got up, but I probably wouldn't be able to until they got back in bed.",4,3,5869,5629,1/30/19 14:38
31,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,,4.56,3.36,59742,2014,1/30/19 14:38
27,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I cooked all afternoon but my friend decided to become a vegetarian. I feel bad for lying but I know the food tasted great because of what I used. Everyone else loved the soup, I know I cooked it correctly. I wish I had known about the vegetarian diet befio",4.99,3.01,19577,6140,1/30/19 14:38
100,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"Wine, Fine, Kind, Shine, Pine, Nine, Mine, Dine.

Butt, Gut, Put, Slut, Mutt, But, Rut, ",4.01,3.96,8137,4717,1/30/19 14:38
26,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"mine, kind, sign, pine, time, rhyme, dime, fine
moon, dune, noon, goon, loon, june, soon, tune
muse, fuse, ruse, news, ",1.04,1.03,4815,3286,1/30/19 14:38
59,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"bit
sit
town
frown
heat
blue
chew",3.07,2.95,6999,2502,1/30/19 14:38
81,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"few, stew, dew, light, fight, right, sight, mouse, deck, wreck",3,3,8432,4300,1/30/19 14:39
40,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"who, drew, flew, coo, do, goo, clue, lieu, moo, new, stew, too, to, view, bin, kin, pin, sin, tin, win, hair, flair, care, mare, bare, dare, fair, glare, lair, pair, pare, rare, stare, stair, tear, wear, where, snow, blow, ",5.99,6.93,9373,8577,1/30/19 14:39
94,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"smuggling, levy, brushing, boo, loo, batch, latch, flew, bee, tee",1,3.65,80756,2546,1/30/19 14:39
114,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"time, rhyme, fly, tell, well, bout, tout, but, stein, go, slow, bro, ill, fill, bell",1,2.99,4914,3424,1/30/19 14:39
12,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I would be trying to discredit my coworker to my boss so that he would look less competent and not get the promotion. I would have a lot of guilt about doing this. In this situation, I might try to justify it to myself by saying it is for the be",2,2,14662,9539,1/30/19 14:40
117,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"Hoss, moss, toss, cross, loss, floss, sauce, inject, suspect, reject, protect, inscribe, tour, four, lore, more, sore, ewe, stew, rue, crew, masks, tasks, basks, flasks, feather. ",1.91,1,7544,4651,1/30/19 14:40
42,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"broth, cloth, goth, moth, scoop, poop, droop, loop",5.05,1.96,46428,2285,1/30/19 14:40
22,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"pawns, flaws, bar, far, tar, moo, too, who, flew, foo, new, sew, ",1.06,1.1,5923,4852,1/30/19 14:40
21,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"byes 
ties
five
leavy
tour
roar
four
more
door
lore
oar
fast
",6.73,4.8,6529,2859,1/30/19 14:40
34,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"While walking I see $20 dollars and I think to myself today is a lucky day. But then I see someone walking ahead of me and I'm pretty sure it's his, But I would really like to keep this money. I could spend it on lunch the next 2 days.",1,1,10793,9076,1/30/19 14:40
67,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"shitting, quitting, knitting, bends, lends, neat, feet, peat, greet, able, cable, moan, shone, loan, drone, pit, quit, fit, mitt, cleft, bereft",2.07,2.91,3277,1614,1/30/19 14:40
53,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"My boss is at a loss
because my co worker is hoss
He doesn't perform his duties well
and that makes my life hell
He doesn't listen and is often miss'in
and ",3.09,5.01,3755,6149,1/30/19 14:40
13,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,Too comprehend do see sheep gentle tour grouse sets cup wreck bee sue deep creep leap keep reap seep jeep weep house douse mouse louse ,6.96,5.02,5175,18001,1/30/19 14:40
17,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I imagine seeing my roommate in his room struggling, but I just don't feel like being bothered. I already had plans to go out with my friends and my roommate isn't very helpful with me. I try not to dress up too much so he doesn't suspect I'm going to the bar. I feel a little guilty, but I hurry out the door before we can talk anymore. ",2.96,2.62,5035,6539,1/30/19 14:40
91,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"Soon, moon, goon, balloon, room, broom",1,1,17353,3698,1/30/19 14:40
105,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"i imagine speaking candidly and privately about my coworker's poor performance. i don't want to hate on the guy, but i want to get promoted and he did do a pretty bad job. It's up to me to bring that to the boss' attention because he may not know and it is important for him to know in this situation so he can make an informed choice about the promotion.",5,5,8489,3142,1/30/19 14:40
75,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,I would feel very sorry for them.  I would like to get up and move to their table to keep them company and get to know them.  If there was a way to pull up a chair I would do that too.  I don't like to feel like I left people out. ,2.92,2.92,6384,1355,1/30/19 14:40
72,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I would think that they were having trouble and I should give them a hand. I would feel bad when I don't offer to help, but my back is bad and I don't think I would be much help. I would hope that there is someone else more capable of me that will help them out. I also realize that I am in a hurry and they really should not have brought a suitcase so full that they can not handle it. It is easier for me to just not make eye contact with them. ",5,5.01,5825,2776,1/30/19 14:40
76,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I see the person struggling with the heavy suitcase, but I also know I'm in a rush and anxious about possibly missing my flight. I also know I'm not very strong and I have an injured back, so I probably wouldn't be much help, anyway. Without pausing, I decide not to help and hope someone else will help.",5.93,5.01,5617,1762,1/30/19 14:40
70,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,nothing comes to mind...,3.03,3.03,12954,1784,1/30/19 14:41
31,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"shoe, moo, car, bar, law, slaw",4.5,3.27,2405,1689,1/30/19 14:41
86,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"hitting, quitting, able, bums, mums, hit, bit, quit, eats, meats, hey, way, lay, ",6,5.98,6457,4485,1/30/19 14:41
27,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"I have been working hard today and really need to sit down. I know it is respectful to give up my seat,   but there are other people who could also give up their seat for the older person. I feel pain in my feet and need to have a rest for a few minutes. Other people might think bad of me but they make judgments without knowing the whole story. After sitting my feet feel better an",6.03,4.21,4638,6980,1/30/19 14:41
26,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I spent hours cooking this soup only to realize my friend is a vegetarian. We sit down to dinner, bowls filled, bread in the center and salads in front. My guest tells me that the soup is great and asks what it is made with. I can't tell her the truth, so I look at her and tell her I used vegetable broth as I take a spoonful and eat it. I'm hoping she won't notice the taste or think that it is different. Everyone finishes their meal and leaves happy.",2.97,1.99,6896,7702,1/30/19 14:41
40,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I would feel badly about lying but somewhat justified at the same time.  A little bit of broth made with chicken stock is not going to hurt anyone, even a vegetarian who does not eat meat.  It would have been rather wasteful to have made an entire meal for people and be left with a lot more leftover than expected because a guest did not eat what was prepared.  I would likely make a mental note to be sure to ask about dietary restrictions in the futu",2.97,1.04,5215,3639,1/30/19 14:42
115,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"toss, gloss, floss, sauce, moss, cross, arts, darts, charts, hearts, ",2.95,3,8973,3927,1/30/19 14:42
19,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"Dine, whine, mine, fine, punt, bundnt, but, slut, mutt, what, rut, butt, stunt, he, she, me, we",1.27,1.98,23088,3666,1/30/19 14:42
114,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I imagine that I'm being pretty mean to my co-worker, but at the same time I want that big promotion more than him, and who knows my coworker could be doing the same thing to me, I could almost imagine myself at an office with people shuffling papers while I talk to the boss",5.01,2.96,4417,2382,1/30/19 14:42
15,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"hound, sound, pound, lards, meet, greet, heat, talking, balking, nifty, stink, blink, mink, rink, stopped, lopped, bopped, stunt, punt",1.27,1.28,9521,3660,1/30/19 14:42
117,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"Cards, lards, propped, stopped, lopped, flopped, talking, till, grill, still, sill, mill, dill, pill, ill, propped, stopped, lopped, ewe, seat, meat, meet, sweet, creep, holler. ",1,1,9812,3848,1/30/19 14:43
34,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"Shoe, yell, bell, jerk, turk, murk, car, smerk, clerk, quirk ",1,3.9,2829,1470,1/30/19 14:43
12,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"bell, fell, sell, swell, shell, dwell, well, yell, smell, cell, ",1.99,3.01,12747,4708,1/30/19 14:43
22,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I imagine that I don't want to help my friend because I have plans. I don't want my friend to feel bad, so I lied.",2.01,2,5164,5537,1/30/19 14:43
85,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"car: par, tar, star

flaw: caw, paw, thaw

sold: told, mold
cold
pond
",1.11,1.02,11095,4578,1/30/19 14:43
67,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I'd make sure no one was filming me, first off. Then I would find a quiet place where no one could see me before I put it in my wallet.",5.17,5.63,2907,2460,1/30/19 14:43
53,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I was selling this nice tan Ford truck to a man today but had to fib a little. Instead of telling him all the flaws, I let him know all the wonderful things this truck can do. Yes, I should have told him but I need the money. Plus, he was rude and if the fender falls off so be it. At least the truck will run and get him places. He can live without a fender for a while. ",1.1,1.33,3254,2185,1/30/19 14:43
105,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"i wouldn't lie to my roommate and i wouldn't go out to a bar, but i can see myself making an excuse to not help. i see him moving heavy furniture and how i don't want to start sweating and get dirty. i feel annoyed and frustrated and like i just want to escape and get away from him.",1.04,2,6389,4668,1/30/19 14:43
