subject,version,condition,story_id,story,test_story_id,imagine,response,responseRT,rating_will,rating_happy,rating_justif1,rating_justif2,rating_detail,rating_cohere,ratingRT,justif1RT,stamp,id
APTOZCGNUCXPS,experiment3_replication_real,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,0,"cloth, sharing, loss, cross, toast, most, coast, add, lad, CAD, lit, kit, fit, hit, hearts, farts, carts, parts, yell, bell, hell, fell, mail, ",120004,3.3,4.97,-1,3.04,-1,-1,25583,15819,2021-12-21 13:34:00,12872
A2A1FS0KVLJ9ZT,experiment3_replication_real,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,0,ran treat tea round pound sound rink,120009,7,7,-1,6.94,-1,-1,6275,4377,2021-12-21 13:34:10,12873
A2DLYBXZNSSJ4S,experiment3_replication_real,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,1,"That was not right that we need to help each other so that the relationship will move forward without any issues, we need to be kind with our wife. it's not good.",120002,1.13,2.69,-1,1,6.75,6.87,5563,2693,2021-12-21 13:34:16,12874
A9IYXJT90J0NK,experiment3_replication_real,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,0,"words that rhyme with crying: dying, lying, trying, tying, drying, sighing
words that rhyme with baby: maybe, rabies
words that rhyme with parent: errant
words that rhyme with night: fright, light, tight, blight, trite, right, kite, plight",120014,5.04,2.95,-1,1.96,-1,-1,7888,3644,2021-12-21 13:34:18,12875
A2AT5B7RW4VXBX,experiment3_replication_real,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,1,I would pretend to leave for work and go to the bar. But try not to drink a lot so it seemed obvious. Or say that I finished and went to the bar. ,120002,5.79,5.98,-1,4,4,4.99,7388,15200,2021-12-21 13:34:51,12876
A2XQ3CFB5HT2ZQ,experiment3_replication_real,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,1,My spouse has not been helping with the baby that much. He works and says he is too tired to change or feed the baby. I work part time and take care of the baby so I feel that I need a break as well. Babies are hard work and he should do his share. Pretending I am asleep will make him get up as he can't sleep through crying. I snuggle in my pillow. He has it under control and should not be lazy. ,120001,6.7,5.9,-1,6.84,6.28,6.38,6356,2457,2021-12-21 13:34:52,12877
A2L8BI5CRPR5WP,experiment3_replication_real,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,0,"Train-seat, sit- seat, crowded-down, sit- it",120005,5.48,6.04,-1,6.13,-1,-1,52025,5395,2021-12-21 13:35:08,12878
AZCGSVDT79E6X,experiment3_replication_real,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,1,"I was late to the cafeteria and managed to get the last seat with everyone else that I usually eat with. A person comes up to the table and asks me if they can sit with me, however since there are no seats left, I tell them that there are no seats available.",120001,6.01,3.97,-1,6.01,5.06,6,16473,8396,2021-12-21 13:35:17,12879
A34EHWOYRBL6OZ,experiment3_replication_real,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,1,I was on a crowded train looking for a seat suddenly I found one. As I was about to sit down I saw an elderly person also looking for a seat. I recognized this elderly person because just moments ago I saw them being very rude and belligerent to a staff member on the train. I decided to take the seat for myself.,120001,3.04,2.96,-1,4.97,5.95,5.93,5066,2332,2021-12-21 13:35:22,12880
A11S8IAAVDXCUS,experiment3_replication_real,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,0,"you-shoe, hue, few, rue, glue; flight-might, sight, right, kite; see-glee, fee, agree,; heavy-levy; eyes-wise, size; walk-talk, balk, caulk; bad-glad, mad, dad, fad, ",120004,5.06,4,-1,5.03,-1,-1,13108,3904,2021-12-21 13:35:35,12881
AKZUP3VY594E8,experiment3_replication_real,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,1,"My coworker is a very kind person who is always doing nice things for me. For example, he brings me fresh tomatoes from his garden and bread that he's baked himself. He also works very hard on every project and often does more than his share of the work. However, I really want to get the promotion, and I'm willing to hurt my coworker in order to do it. So I decide to tell my boss only the few things that my coworker did poorly on the project, while ignoring all of his valuable contributions. I'm completely unjustified in doing this but know that it will help me get the promotion.",120001,2.01,1.46,-1,1,5.47,5.53,6538,2130,2021-12-21 13:35:41,12882
A19TD2J8506A4Y,experiment3_replication_real,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,1,"My partner and I decide to work on the weekend to get the project down. I know that if I don't perform greatly, there's no way I'm going to be able to get my promotion. Even though my partner is up for the same promotion, I need the money so bad I'm going to do anything to make sure that I'm the one to get it. I don't know how, but then suddenly my partner doesn't show up for our scheduled time together to work. Instead, he tells me you went to a music concert with his children. I get so angry, when it is time to turn in the project, I tell my boss that my coworker did absolutely nothing to contribute to the project.",120003,4.97,4.96,-1,6.95,5.91,6.95,10696,5285,2021-12-21 13:36:08,12883
ARLGZWN6W91WD,experiment3_replication_real,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,0,"pork, met, net, vet, get, broom, zoom, boom, groom, car, mar, far, star",120010,4.96,3.14,-1,4.98,-1,-1,16517,2617,2021-12-21 13:36:23,12884
A1WEN4S934ZZ1U,experiment3_replication_real,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,1,"I imagine sitting in the uncomfortable chair of a high school cafeteria. The girl sitting to our right was the popular girl. The stereotypical mean cheerleader. She taunted our table several times over the last semester, but over the winter break, her mother was laid off. Suddenly she couldn't afford her luxury clothes and her friends exiled her from the group because of it. Now she comes to our table and wants to be friends as if she never humiliated us before. I tell her she cannot sit with us and she shuffles around the room. ",120000,2.99,5.03,-1,6.01,7,6,11117,6928,2021-12-21 13:36:25,12885
ANHO7XT3KW3IY,experiment3_replication_real,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,1,"This friend changes their diet constantly, they do so for praise and attention, but they never really commit to a diet. They are keto when it's trendy, vegan, etc. This week they are claiming to be vegetarian, but I was just out to lunch with them yesterday and they ate chicken. While I am usually accommodating of one's preference, they didnt give me any warning and I know they are not truly vegetarian. ",120008,2,2.99,-1,1.98,6.93,7,10766,2868,2021-12-21 13:36:38,12886
A35S5YV2XL971J,experiment3_replication_real,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,1,First priority is work and I will finish off the work and go to bar . ,120007,5.01,5.11,-1,5.07,5.05,5.02,19504,11980,2021-12-21 13:37:02,12887
A3I5EF53A51KYU,experiment3_replication_real,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,0,"some different one struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",120017,6.26,6.43,-1,6.54,-1,-1,11571,10608,2021-12-21 13:37:03,12888
A278Q2BHCINITH,experiment3_replication_real,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,0,"are/car, new/blue, night/light, starts/hearts, spouse/louse, check/deck, check/deck, you/who, your/core, crying/flying, your/floor",120001,4.95,2.04,-1,2.09,-1,-1,18402,5831,2021-12-21 13:37:06,12889
APTOZCGNUCXPS,experiment3_replication_real,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,1,It's late in the day after your long shift as a cashier. You've been on your feet all day and finally find a seat to sit in. You sit in the seat. ,120022,6.01,5.06,-1,2.91,4.81,5.17,5050,4674,2021-12-21 13:37:18,12890
A2A1FS0KVLJ9ZT,experiment3_replication_real,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,0,bell toss art fart ,120015,7,7,-1,6.9,-1,-1,10389,1808,2021-12-21 13:37:18,12891
A9IYXJT90J0NK,experiment3_replication_real,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,1,"I was having a dinner party and decided to invite a few friends over including Dave who was a well known vegan. I made this chicken chili bean soup that's considered my specialty. It was a lot of work and took hours of preparation time. The chicken was mixed in so you could hardly tell it was meat. When Dave asked if it was vegan friendly, I told him it was because I didn't have anything else he could eat.",120008,1.92,1.98,-1,1.55,6.6,6.68,6011,3731,2021-12-21 13:37:23,12892
A2AT5B7RW4VXBX,experiment3_replication_real,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,0,"baby-maybe-
check-heck-wreck-deck-peck-neck-
",120002,7,7,-1,7,-1,-1,7372,3086,2021-12-21 13:37:49,12893
A2XQ3CFB5HT2ZQ,experiment3_replication_real,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,1,I am in a hurry and cannot miss this flight to see my parents. I have packed heavy as well but had the sense to check my bags. I even have a light bag to take on the plane. This person has no idea on how to fly and who packs a bag they cannot handle. In addition they have a partner who is just looking on at their struggle. Why would I even waste my time helping I rush past and don't  even have second thoughts.,120005,6.91,4.74,-1,6.9,6.54,6.52,7134,3305,2021-12-21 13:38:14,12894
